"content","banner","categories","updatedAt","authorId","createdAt","id","url","ownerId","title"
"In this blog post, we will outline how to create a custom IAM role, an AWS Lambda function, and then assign the custom role to the Lambda function in AWS CDK.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:52.098Z","01G9Q1EP40BTK0MJYMYYAYCC7C","2023-07-29T09:03:00.000Z","01H6GE61D0SWN4K8PHGWE17CAS","https://towardsthecloud.com/aws-cdk-custom-role-lambda-function","1","Assign a Custom Role to a Lambda Function with AWS CDK"
"The best part of Hugging Face is for non-ML focus developers to add machine leaning capabilities into their project. And, this CDK Construct let developers add Hugging Face Model with SageMaker Sercerless Inference with 2 lines of code.",,"[{""S"":""AWS-CDK""},{""S"":""typescript""},{""S"":""HuggingFace""},{""S"":""SageMaker-Serverless-inference""},{""S"":""machine-learning""}]","2024-06-16T20:29:44.430Z","01G2J6CA00K4RY23XZFM12C3WP","2022-05-01T12:00:00.000Z","01G1ZQVTG0P2845G0VQY30Y6H2","https://www.linkedin.com/pulse/how-use-hugging-face-sagemaker-serverless-inference-wong/","1","How to use Hugging Face SageMaker Serverless Inference with AWS CDK Construct"
"Let's talk about construct versioning in the AWS CDK (specifically, Typescript).",,"[{""S"":""AWS-CDK""},{""S"":""Github""}]","2024-06-16T20:29:34.686Z","01EJECPG00MHA2PX2KA6ZYPN3K","2021-04-06T12:00:00.000Z","01F2KGVGG0KJWAE20XP171VGRD","https://matthewbonig.com/2021/04/06/automating-construct-publishing/","1","Automating CDK Version Bumping with AWS Serverless and Github"
"In this example we'll look at how to use CDK and SST to deploy a Next.js app to AWS.","content/banners/how-to-deploy-nextjs-to-aws/share.png","[{""S"":""AWS-CDK""},{""S"":""SST""},{""S"":""NEXTJS""}]","2024-06-16T20:29:41.998Z","01F6HJWVW0GC3TBG181RWRZK1E","2021-09-22T17:00:00.000Z","01FG7769M02WXR8MR9JA688JK9","https://serverless-stack.com/examples/how-to-create-a-nextjs-app-with-serverless.html","1","How to deploy Next.js to AWS"
"CDK stacks can be deployed in parallel by generating a cloud assembly output and then specifying the order explicitly.","content/banners/aws-cdk-parallel-deployments/header.png","[{""S"":""AWS-CDK""}]","2024-06-16T20:29:41.036Z","01EV69ZSM0K7CPE40S7EQKHEAV","2021-08-11T20:00:00.000Z","01FCVCSPG07GP5ZWZ3E5HQ8WGC","https://www.rehanvdm.com/blog/cdk-shorts-2-parallel-deployments/index.html?utm_source=cdk-dev","1","AWS CDK Parallel Deployments"
"In this tutorial we look at how you can set breakpoints and debug the Lambda functions in your CDK apps using Visual Studio Code. We use Live Lambda Dev from SST, an open source framework for serverless built using CDK.","content/banners/debug-lambda-functions-in-cdk-with-vscode/share.jpg","[{""S"":""AWS-CDK""},{""S"":""Visual-Studio-Code""}]","2024-06-16T20:29:39.704Z","01F6HJWVW0GC3TBG181RWRZK1E","2021-05-25T11:00:00.000Z","01F6HJWVW0427QYKT43BRSAFKR","https://serverless-stack.com/examples/how-to-debug-lambda-functions-with-visual-studio-code.html","1","Debug Lambda Functions in CDK with VS Code"
"CDK Day happened again on 30th April 2021. We had 22 speakers from across the globe give 18 talks covering AWS CDK, cdk8s, CDK for Terraform and Projen. This article will show some of the talks and go into the stats for how successful the day went. Since this is an event for the community by the community I have tried to be as transparent as possible.",,"[{""S"":""AWS-CDK""},{""S"":""CDK-DAY""}]","2024-06-16T20:29:37.992Z","01EV41WNG0JWGNRAMSRXDMK54R","2021-05-03T17:00:00.000Z","01F4SJR7M0TJ1SHVPXA27SC6YF","https://dev.to/aws-heroes/cdk-day-in-review-21eo","1","CDK Day In Review"
"In this article, you’ll learn how to deploy a production-ready Jenkins instance in just a few lines of code, using the power of the AWS Cloud Development Kit (CDK).",,"[{""S"":""AWS-CDK""},{""S"":""ECS""}]","2024-06-16T20:29:37.969Z","01EV69ZSM0Z0JDNZARPQBKZM9E","2021-05-03T10:00:00.000Z","01F4RTQ680BC503ECF1BWR64WQ","https://tomgregory.com/deploying-jenkins-into-aws-ecs-using-cdk","1","Deploying Jenkins into AWS ECS using CDK"
"This post will delve deeper into a critical aspect of the cdk bootstrap command, its purpose, usage, and how to keep track of its version.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:52.087Z","01G9Q1EP40BTK0MJYMYYAYCC7C","2023-07-22T07:21:00.000Z","01H5Y7J7V09EGYGJJ1TP6D9SXP","https://towardsthecloud.com/aws-cdk-bootstrap","1","AWS CDK Bootstrap: The Why and the How"
"In this blog post, I describe the recommended AWS Cloud Development Kit (AWS CDK) project structure for Python applications.","content/banners/recommended-aws-cdk-project-structure-python/recommended-aws-cdk-project-structure-python.png","[{""S"":""AWS-CDK""},{""S"":""Python""}]","2024-06-16T20:29:41.320Z","01EKPYET807MMHH46QSX1F2X63","2021-08-13T10:00:00.000Z","01FCZF8G80YG3BGRX0D94RDGBH","https://aws.amazon.com/blogs/developer/recommended-aws-cdk-project-structure-for-python-applications/","1","Recommended AWS CDK project structure for Python applications"
"Behind every successful open source project, you’ll find a real problem that needed to be solved. In this post, I will explore one such example through the backstory of the AWS Cloud Development Kit, or AWS CDK for short.",,"[{""S"":""AWS-CDK""},{""S"":""AWS""}]","2024-06-16T20:29:29.078Z","01EKCMVY80ZG21VVTPHC1NVME1","2021-01-12T11:00:00.000Z","01EVV418W0Z0ZK3BP9EDJ91CZH","https://aws.amazon.com/blogs/opensource/working-backwards-the-story-behind-the-aws-cloud-development-kit/","1","Working backwards: The story behind the AWS Cloud Development Kit"
"How to build, test and publish AWS CDK construct from scratch with projen. After watching this video, you will be able to build your custom CDK construct and publish to npm and pypi.",,"[{""S"":""AWS-CDK""},{""S"":""Projen""},{""S"":""Video""}]","2024-06-16T20:29:26.035Z","01EJECPG00K1PFWM9B4ZVGGQR5","2020-11-20T18:00:00.000Z","01EQKD07802SFEECBB6SMS8A14","https://youtu.be/cTsSXYOYQPw","1","Building AWS CDK Construct Library with Projen"
"In this post, we discuss strategies for organizing the development of complex cloud applications with large teams, using the AWS Cloud Development Kit (AWS CDK) as a central technology.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:33.838Z","01EV69ZSM0BWWKRQRBVMX6DVGB","2021-04-01T12:00:00.000Z","01F26MVXG00AJGJ7B4S8QVB0DG","https://aws.amazon.com/blogs/devops/best-practices-for-developing-cloud-applications-with-aws-cdk/","1","Best practices for developing cloud applications with AWS CDK"
"We are all set for the first episode of 'CDK construction zone' - join @NetaNirS, @emeshbi, @rchrdbyd for an hour of cdk brainstorming and coding!",,"[{""S"":""AWS-CDK""},{""S"":""Stream""}]","2024-06-16T20:29:32.157Z","01EV69ZSM0JRM6FTDDN47TY3J9","2021-02-16T18:00:00.000Z","01EYNZZF80KQDNGSS8KWEV2YA3","https://www.twitch.tv/videos/916591005","1","CDK construction zone | S1 Ep 1"
"Install AWS CDK by running the following command in your terminal: npm install -g aws-cdk. Then you can continue to initialize your first project.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:39.714Z","01G9Q1EP40BTK0MJYMYYAYCC7C","2021-05-31T04:13:00.000Z","01F709ZY7075YPEH6FQ9MMXGMJ","https://towardsthecloud.com/install-aws-cdk","1","How to set up AWS CDK - complete guide"
"This guide will show you how you can upgrade an existing AWS CDK v1 app to v2 without breaking its functionality.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:43.480Z","01G9Q1EP40BTK0MJYMYYAYCC7C","2022-03-18T06:04:00.000Z","01FYDT0B402Z7084Z1MV609ZNV","https://towardsthecloud.com/migrate-aws-cdk-v2","1","How to migrate to AWS CDK v2"
